username,content,timestamp,link,comments,retweets,likes,quotes
@dropbuckets3,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered! How come the media never mentions or asks about these important issues ⁦⁦@WTNH⁩ ⁦@nhregister⁩ ⁦@WFSBMorningTeam⁩ ⁦@SenBlumenthal⁩ ⁦@ChrisMurphyCT⁩ ⁦ autoreviewhub.com/Article/ve…,"Oct 28, 2024 · 12:02 PM UTC",/dropbuckets3/status/1850870793858887950#m,0,0,0,0
@RutkowskiDr,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered  msn.com/en-us/news/technolog…,"Oct 23, 2024 · 5:01 PM UTC",/RutkowskiDr/status/1849133972791366001#m,0,0,0,0
@10longone,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 19, 2024 · 2:15 PM UTC",/10longone/status/1847642684195819829#m,0,0,0,0
@FilTProfBiker,Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 18, 2024 · 5:06 PM UTC",/FilTProfBiker/status/1847323290010079569#m,0,0,0,0
@ElizabethFarah,👉🏼GREEN NEW SCAM :: Remember the NY Post's story on EV cars having a greater negative impact on the environment than gas vehicles? 👈🏼 🧵  Electric vehicles release more toxic particles into the atmosphere and are worse for the environment than their gas-powered counterparts&#44; according to a resurfaced study.  The study&#44; published by emissions data firm Emission Analytics&#44; was released in 2022 but has attracted a wave of attention this week after being cited in a Wall Street Journal op-ed Sunday.  It found that brakes and tires on EVs release 1&#44;850 times more particle pollution compared to modern tailpipes&#44; which have “efficient” exhaust filters&#44; bringing gas-powered vehicles’ emissions to new lows.  Today&#44; most vehicle-related pollution comes from tire wear. As heavy cars drive on light-duty tires — most often made with synthetic rubber made from crude oil and other fillers and additives — they deteriorate and release harmful chemicals into the air&#44; according to Emission Analytics  Because EVs are on average 30% heavier&#44; brakes and tires on the battery-powered cars wear out faster than on standard cars.,"Oct 17, 2024 · 2:18 PM UTC",/ElizabethFarah/status/1846918691708879321#m,1,0,0,0
@FishmanLevine,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered Vehicles    msn.com/en-us/news/technolog…,"Oct 9, 2024 · 9:15 PM UTC",/FishmanLevine/status/1844124548935057868#m,0,0,0,0
@JrSeifried,Seeing Ford commercials on getting free chargers and installation. I wonder how much is the Government paying them to manufacture cars that aren’t selling? Electric cars are worse for the environment than gas powered cars. Do the research and you will understand.,"Oct 5, 2024 · 10:33 PM UTC",/JrSeifried/status/1842694724638953702#m,0,0,1,0
@Kay73744103,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 5, 2024 · 2:57 PM UTC",/Kay73744103/status/1842579844590448702#m,0,0,0,0
@Kay73744103,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 5, 2024 · 12:20 PM UTC",/Kay73744103/status/1842540431801803106#m,0,0,0,0
@ALVINM28966,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 4, 2024 · 12:50 AM UTC",/ALVINM28966/status/1842004258209566820#m,0,0,0,0
@Oldbikerfirst,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 3, 2024 · 1:43 AM UTC",/Oldbikerfirst/status/1841655264837304522#m,0,0,0,0
@JANETLARNOLD1,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered msn.com/en-us/news/technolog…,"Oct 2, 2024 · 9:19 PM UTC",/JANETLARNOLD1/status/1841588948524491145#m,0,0,0,0
@ItemsTried,5 Ways Electric Cars Destroy the Environment Worse Than Gas-Powered  msn.com/en-us/news/technolog…,"Oct 2, 2024 · 5:45 PM UTC",/ItemsTried/status/1841535106550272217#m,0,0,0,0
@McLovinDemLosin,Mining for lithium and other essentials for batteries are thousands of times worse for the environment than any petrol engine.  The Left wants you have to have electric cars bcuz they can control them&#44; turn them off.  You can't control a gas engine.  #LeftLies,"Sep 5, 2024 · 7:38 PM UTC",/McLovinDemLosin/status/1831778895080661145#m,0,0,0,0
@lowfreqfilms,FACT: EVs Emit More Toxic Pollution Than Gas-Powered Vehicles:  ✅EVs are 30% heavier than Gas Cars = more brake & tire particles in the air.  ✅Energy to charge EVs comes from burning coal.  ✅Lithium&#44; Cobalt & Nickel mining causes environmental damage.  safety21.cmu.edu/2024/03/06/…,"Sep 5, 2024 · 5:57 AM UTC",/lowfreqfilms/status/1831572409398522112#m,0,0,0,1
@BasicF1,Electric cars release MORE toxic emissions than gas-powered vehicles and are worse for the environment&#44; resurfaced study warns  safety21.cmu.edu/2024/03/06/…,"Sep 3, 2024 · 9:58 AM UTC",/BasicF1/status/1830908289976049953#m,0,0,0,0
@RobertH49979735,Electric cars in the long run or worse than for the environment than any gas guzzling SUV or any diesel truck,"Aug 20, 2024 · 8:09 PM UTC",/RobertH49979735/status/1825988567849423240#m,0,0,0,0
@ArtcriticDK,Trump says electric cars are worse for the environment than gas cars...and Elon Musk endorses him! Lol!,"Jul 17, 2024 · 3:10 AM UTC",/ArtcriticDK/status/1813411046591242556#m,0,0,1,0
@jsmolinski21,Let's talk about how Electric cars are worse for the environment than gas cars youtube.com/live/beq53zJSi6E…,"Jul 14, 2024 · 5:42 AM UTC",/jsmolinski21/status/1812361962350584071#m,0,0,0,0
